,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (Observed),Independence Day (Observed)_lower,Independence Day (Observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,"Martin Luther King, Jr. Day","Martin Luther King, Jr. Day_lower","Martin Luther King, Jr. Day_upper",Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
200,2018-07-20,441.9959472756117,425.29110647152885,646.4777148533149,441.9959472756117,441.9959472756117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.88192082059246,97.88192082059246,97.88192082059246,0.0,0.0,0.0,-20.8428349085249,-20.8428349085249,-20.8428349085249,118.72475572911736,118.72475572911736,118.72475572911736,0.0,0.0,0.0,539.8778680962041
201,2018-07-21,442.0010760713315,361.9500990157349,588.9826441045195,442.0010760713315,442.0010760713315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.68988823897516,34.68988823897516,34.68988823897516,0.0,0.0,0.0,-87.94094704260783,-87.94094704260783,-87.94094704260783,122.63083528158297,122.63083528158297,122.63083528158297,0.0,0.0,0.0,476.69096431030664
202,2018-07-22,442.00620486705134,359.2199078290797,585.2730453698049,442.00620486705134,442.00620486705134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.757958207234957,29.757958207234957,29.757958207234957,0.0,0.0,0.0,-96.86858840529648,-96.86858840529648,-96.86858840529648,126.62654661253144,126.62654661253144,126.62654661253144,0.0,0.0,0.0,471.7641630742863
203,2018-07-23,442.0113336627711,564.6728021627018,790.6392670355469,442.0113336627711,442.0113336627711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.59611774180024,230.59611774180024,230.59611774180024,0.0,0.0,0.0,99.9715518161823,99.9715518161823,99.9715518161823,130.62456592561796,130.62456592561796,130.62456592561796,0.0,0.0,0.0,672.6074514045713
204,2018-07-24,442.01646245849093,544.9172091899474,774.4005050481147,442.01646245849093,442.01646245849093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.30527148214193,207.30527148214193,207.30527148214193,0.0,0.0,0.0,72.76740485329681,72.76740485329681,72.76740485329681,134.5378666288451,134.5378666288451,134.5378666288451,0.0,0.0,0.0,649.3217339406328
205,2018-07-25,442.0215912542107,513.1204064855664,731.2083914781566,442.0215912542107,442.0215912542107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.95760688432733,174.95760688432733,174.95760688432733,0.0,0.0,0.0,36.676094613498194,36.676094613498194,36.676094613498194,138.28151227082915,138.28151227082915,138.28151227082915,0.0,0.0,0.0,616.9791981385381
206,2018-07-26,442.02672004993053,466.71751261682994,700.9537579480116,442.02672004993053,442.02672004993053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.011764695076,138.011764695076,138.011764695076,0.0,0.0,0.0,-3.762680926703484,-3.762680926703484,-3.762680926703484,141.77444562177948,141.77444562177948,141.77444562177948,0.0,0.0,0.0,580.0384847450066
207,2018-07-27,442.0318488456503,444.37313501184565,671.3181144882722,442.0318488456503,442.0318488456503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.09839231035062,124.09839231035062,124.09839231035062,0.0,0.0,0.0,-20.842834908478547,-20.842834908478547,-20.842834908478547,144.94122721882917,144.94122721882917,144.94122721882917,0.0,0.0,0.0,566.1302411560009
208,2018-07-28,442.03697764137013,389.41549837210624,612.6026760540313,442.03697764137013,442.03697764137013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.77272996826283,59.77272996826283,59.77272996826283,0.0,0.0,0.0,-87.9409470427793,-87.9409470427793,-87.9409470427793,147.71367701104214,147.71367701104214,147.71367701104214,0.0,0.0,0.0,501.80970760963294
209,2018-07-29,442.0421064370899,372.3938345347332,611.2514206281576,442.0421064370899,442.0421064370899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.163786015936495,53.163786015936495,53.163786015936495,0.0,0.0,0.0,-96.86858840522893,-96.86858840522893,-96.86858840522893,150.03237442116543,150.03237442116543,150.03237442116543,0.0,0.0,0.0,495.2058924530264
210,2018-07-30,442.04723523280967,576.6210442899189,809.8732925305811,442.04723523280967,442.04723523280967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.81952696713125,251.81952696713125,251.81952696713125,0.0,0.0,0.0,99.97155181625709,99.97155181625709,99.97155181625709,151.84797515087416,151.84797515087416,151.84797515087416,0.0,0.0,0.0,693.8667621999409
211,2018-07-31,442.0523640065973,554.4604832314353,778.2655303818785,442.0523640065973,442.0523640065973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.8897121742357,225.8897121742357,225.8897121742357,0.0,0.0,0.0,72.76740485319583,72.76740485319583,72.76740485319583,153.1223073210399,153.1223073210399,153.1223073210399,0.0,0.0,0.0,667.942076180833
212,2018-08-01,442.05749278038496,526.7502452850838,748.6209612161226,442.05749278038496,442.05749278038496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.50530955804976,190.50530955804976,190.50530955804976,0.0,0.0,0.0,36.676094613541906,36.676094613541906,36.676094613541906,153.82921494450784,153.82921494450784,153.82921494450784,0.0,0.0,0.0,632.5628023384347
213,2018-08-02,442.0626215541726,476.68603728323365,702.7039953287947,442.06262155417255,442.06262155417255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.19244220165254,150.19244220165254,150.19244220165254,0.0,0.0,0.0,-3.7626809266512518,-3.7626809266512518,-3.7626809266512518,153.95512312830377,153.95512312830377,153.95512312830377,0.0,0.0,0.0,592.2550637558252
214,2018-08-03,442.0677503279602,453.1233061662523,686.7207592414283,442.0677503279602,442.0677503279602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.65647170713137,132.65647170713137,132.65647170713137,0.0,0.0,0.0,-20.84283490837887,-20.84283490837887,-20.84283490837887,153.49930661551025,153.49930661551025,153.49930661551025,0.0,0.0,0.0,574.7242220350915
215,2018-08-04,442.07287910174784,386.65118608156234,620.80059203781,442.07287910174784,442.07287910174784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53290405669227,64.53290405669227,64.53290405669227,0.0,0.0,0.0,-87.94094704262274,-87.94094704262274,-87.94094704262274,152.473851099315,152.473851099315,152.473851099315,0.0,0.0,0.0,506.6057831584401
216,2018-08-05,442.0780078755355,379.79151971588414,609.0237383333223,442.0780078755355,442.0780078755355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.034716545843246,54.034716545843246,54.034716545843246,0.0,0.0,0.0,-96.8685884050621,-96.8685884050621,-96.8685884050621,150.90330495090535,150.90330495090535,150.90330495090535,0.0,0.0,0.0,496.11272442137874
217,2018-08-06,442.0831366493231,578.1515099816538,808.4561002555993,442.0831366493231,442.0831366493231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.79557917583955,248.79557917583955,248.79557917583955,0.0,0.0,0.0,99.97155181612399,99.97155181612399,99.97155181612399,148.82402735971553,148.82402735971553,148.82402735971553,0.0,0.0,0.0,690.8787158251627
218,2018-08-07,442.08826542311067,549.9633875798116,773.444157242373,442.08826542311067,442.08826542311067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.05065200189114,219.05065200189114,219.05065200189114,0.0,0.0,0.0,72.7674048534154,72.7674048534154,72.7674048534154,146.28324714847574,146.28324714847574,146.28324714847574,0.0,0.0,0.0,661.1389174250019
219,2018-08-08,442.0933941968983,510.87934184997556,740.2830959805846,442.0933941968983,442.0933941968983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0139490692554,180.0139490692554,180.0139490692554,0.0,0.0,0.0,36.676094613465,36.676094613465,36.676094613465,143.3378544557904,143.3378544557904,143.3378544557904,0.0,0.0,0.0,622.1073432661537
220,2018-08-09,442.09852297068596,467.52423134381553,686.162499030728,442.09852297068596,442.09852297068596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.29027391622935,136.29027391622935,136.29027391622935,0.0,0.0,0.0,-3.76268092659902,-3.76268092659902,-3.76268092659902,140.05295484282834,140.05295484282834,140.05295484282834,0.0,0.0,0.0,578.3887968869153
221,2018-08-10,442.1036517444736,449.1115646401456,677.0760665581473,442.1036517444736,442.1036517444736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.65738705376694,115.65738705376694,115.65738705376694,0.0,0.0,0.0,-20.842834908671712,-20.842834908671712,-20.842834908671712,136.50022196243864,136.50022196243864,136.50022196243864,0.0,0.0,0.0,557.7610387982405
222,2018-08-11,442.1087805182612,378.8406437825205,602.2792236738261,442.1087805182612,442.1087805182612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.81514349297715,44.81514349297715,44.81514349297715,0.0,0.0,0.0,-87.94094704267087,-87.94094704267087,-87.94094704267087,132.75609053564804,132.75609053564804,132.75609053564804,0.0,0.0,0.0,486.92392401123834
223,2018-08-12,442.11390929204885,363.7415299212579,591.6322063532333,442.11390929204885,442.11390929204885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.03124743916771,32.03124743916771,32.03124743916771,0.0,0.0,0.0,-96.8685884053421,-96.8685884053421,-96.8685884053421,128.8998358445098,128.8998358445098,128.8998358445098,0.0,0.0,0.0,474.14515673121656
224,2018-08-13,442.1190380658365,554.5449558193224,782.1500602925043,442.1190380658365,442.1190380658365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.98314095698152,224.98314095698152,224.98314095698152,0.0,0.0,0.0,99.97155181619883,99.97155181619883,99.97155181619883,125.0115891407827,125.0115891407827,125.0115891407827,0.0,0.0,0.0,667.1021790228181
225,2018-08-14,442.12416683962414,527.9531316148959,752.441342823979,442.1241668396241,442.1241668396241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.93774504341707,193.93774504341707,193.93774504341707,0.0,0.0,0.0,72.7674048533144,72.7674048533144,72.7674048533144,121.17034019010265,121.17034019010265,121.17034019010265,0.0,0.0,0.0,636.0619118830411
226,2018-08-15,442.1292956134117,480.5010595093479,706.0071086890682,442.1292956134117,442.1292956134117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.1280731794817,154.1280731794817,154.1280731794817,0.0,0.0,0.0,36.67609461338809,36.67609461338809,36.67609461338809,117.45197856609363,117.45197856609363,117.45197856609363,0.0,0.0,0.0,596.2573687928934
227,2018-08-16,442.1344243871994,444.40267569626127,661.2941919018244,442.1344243871994,442.1344243871994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.16474333720208,110.16474333720208,110.16474333720208,0.0,0.0,0.0,-3.762680926736409,-3.762680926736409,-3.762680926736409,113.92742426393848,113.92742426393848,113.92742426393848,0.0,0.0,0.0,552.2991677244015
228,2018-08-17,442.139553160987,419.5174615615571,638.1872082550371,442.139553160987,442.139553160987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.8180608388308,89.8180608388308,89.8180608388308,0.0,0.0,0.0,-20.842834908429108,-20.842834908429108,-20.842834908429108,110.66089574725991,110.66089574725991,110.66089574725991,0.0,0.0,0.0,531.9576139998178
229,2018-08-18,442.14468193477467,350.28345783604345,571.8337526498146,442.14468193477467,442.14468193477467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.767412700666448,19.767412700666448,19.767412700666448,0.0,0.0,0.0,-87.94094704267835,-87.94094704267835,-87.94094704267835,107.70835974334479,107.70835974334479,107.70835974334479,0.0,0.0,0.0,461.9120946354411
230,2018-08-19,442.14981070856226,337.4789056083886,568.5331776382443,442.14981070856226,442.14981070856226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.247613666185378,8.247613666185378,8.247613666185378,0.0,0.0,0.0,-96.86858840517525,-96.86858840517525,-96.86858840517525,105.11620207136063,105.11620207136063,105.11620207136063,0.0,0.0,0.0,450.39742437474763
231,2018-08-20,442.1549394823499,537.0449055428215,750.410168953995,442.15493948234985,442.15493948234985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.89170448393497,202.89170448393497,202.89170448393497,0.0,0.0,0.0,99.97155181628854,99.97155181628854,99.97155181628854,102.92015266764643,102.92015266764643,102.92015266764643,0.0,0.0,0.0,645.0466439662848
232,2018-08-21,442.16006825613755,510.8595858525296,734.9674402561262,442.16006825613755,442.16006825613755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.91189579434482,173.91189579434482,173.91189579434482,0.0,0.0,0.0,72.76740485335827,72.76740485335827,72.76740485335827,101.14449094098656,101.14449094098656,101.14449094098656,0.0,0.0,0.0,616.0719640504824
233,2018-08-22,442.1651970299252,466.5435365970602,692.6622985559591,442.1651970299252,442.1651970299252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.47764446333792,136.47764446333792,136.47764446333792,0.0,0.0,0.0,36.676094613577234,36.676094613577234,36.676094613577234,99.80154984976068,99.80154984976068,99.80154984976068,0.0,0.0,0.0,578.6428414932632
234,2018-08-23,442.17032580371273,419.56890195695553,647.4664943766609,442.17032580371273,442.17032580371273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.12884794029287,95.12884794029287,95.12884794029287,0.0,0.0,0.0,-3.762680926519524,-3.762680926519524,-3.762680926519524,98.8915288668124,98.8915288668124,98.8915288668124,0.0,0.0,0.0,537.2991737440057
235,2018-08-24,442.1754545775004,399.565240235702,633.1009370027691,442.1754545775004,442.1754545775004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5597826153219,77.5597826153219,77.5597826153219,0.0,0.0,0.0,-20.8428349081865,-20.8428349081865,-20.8428349081865,98.4026175235084,98.4026175235084,98.4026175235084,0.0,0.0,0.0,519.7352371928223
236,2018-08-25,442.180583351288,345.7847089882882,577.3060267885941,442.180583351288,442.180583351288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.370475703709394,10.370475703709394,10.370475703709394,0.0,0.0,0.0,-87.94094704268578,-87.94094704268578,-87.94094704268578,98.31142274639518,98.31142274639518,98.31142274639518,0.0,0.0,0.0,452.55105905499744
237,2018-08-26,442.1857121250756,325.65791790543295,548.8471507120695,442.1857121250756,442.1857121250756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7150965558612856,1.7150965558612856,1.7150965558612856,0.0,0.0,0.0,-96.86858840510769,-96.86858840510769,-96.86858840510769,98.58368496096898,98.58368496096898,98.58368496096898,0.0,0.0,0.0,443.9008086809369
238,2018-08-27,442.19084088739254,524.0095865972125,747.1470994878424,442.19084088739254,442.19084088739254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.14681199140412,199.14681199140412,199.14681199140412,0.0,0.0,0.0,99.9715518163783,99.9715518163783,99.9715518163783,99.17526017502583,99.17526017502583,99.17526017502583,0.0,0.0,0.0,641.3376528787967
239,2018-08-28,442.19596964970935,499.35786965762577,735.2796898490105,442.19596964970935,442.19596964970935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.80074304194517,172.80074304194517,172.80074304194517,0.0,0.0,0.0,72.76740485338134,72.76740485338134,72.76740485338134,100.03333818856386,100.03333818856386,100.03333818856386,0.0,0.0,0.0,614.9967126916545
240,2018-08-29,442.2010984120263,469.4228408902958,678.1823094542008,442.2010984120263,442.2010984120263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.7739555231982,137.7739555231982,137.7739555231982,0.0,0.0,0.0,36.6760946133549,36.6760946133549,36.6760946133549,101.09786090984329,101.09786090984329,101.09786090984329,0.0,0.0,0.0,579.9750539352244
241,2018-08-30,442.2062271743431,430.56846376267976,659.2103126515765,442.2062271743431,442.2062271743431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.54041873439641,98.54041873439641,98.54041873439641,0.0,0.0,0.0,-3.7626809266569117,-3.7626809266569117,-3.7626809266569117,102.30309966105331,102.30309966105331,102.30309966105331,0.0,0.0,0.0,540.7466459087395
242,2018-08-31,442.21135593665997,413.865897990719,629.7674323783194,442.21135593665997,442.21135593665997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.73651156477726,82.73651156477726,82.73651156477726,0.0,0.0,0.0,-20.84283490828309,-20.84283490828309,-20.84283490828309,103.57934647306035,103.57934647306035,103.57934647306035,0.0,0.0,0.0,524.9478675014373
243,2018-09-01,442.21648469897684,346.07839013922785,569.779374331215,442.21648469897684,442.21648469897684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.913724759538727,16.913724759538727,16.913724759538727,0.0,0.0,0.0,-87.94094704269322,-87.94094704269322,-87.94094704269322,104.85467180223196,104.85467180223196,104.85467180223196,0.0,0.0,0.0,459.1302094585156
244,2018-09-02,442.2216134612937,327.3572820156055,559.9094343823516,442.2216134612937,442.2216134612937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.188111513943674,9.188111513943674,9.188111513943674,0.0,0.0,0.0,-96.8685884051891,-96.8685884051891,-96.8685884051891,106.05669991913277,106.05669991913277,106.05669991913277,0.0,0.0,0.0,451.4097249752374
