,Brand,Net_Profit
,,sum
0,Achilles,307046.7699999965
1,Bridgestone,212630.270000002
3,Crosswind,184108.26000000193
6,Toyo,97864.20999999993
2,Cooper,82213.03999999893
4,Goodyear,74251.39999999982
5,Hankook,65911.15000000001
