,ds,yhat,yhat_lower,yhat_upper,y,cutoff
310,2019-12-01,1019.7113179979531,762.3814453668463,1276.7157534758694,2369,2019-01-24
311,2019-12-02,1456.1434652170096,1167.799968325029,1731.4182869099031,5449,2019-01-24
312,2019-12-03,1425.330537332709,1157.0822029327871,1708.0581018068458,4761,2019-01-24
313,2019-12-04,1323.3428272167725,1068.248759447499,1589.1363159486382,2590,2019-01-24
314,2019-12-05,1207.7488760860176,932.6743121099285,1465.0830933017894,2211,2019-01-24
315,2019-12-06,1205.1916478574776,938.5507329155679,1479.6124907709598,2195,2019-01-24
316,2019-12-07,810.970055042884,543.9204672784527,1057.6946212729683,1760,2019-01-24
317,2019-12-08,651.60886942582,369.4552157993148,917.3271766044295,1593,2019-01-24
318,2019-12-09,1087.9585283384718,819.9912617814325,1362.5231836861235,2296,2019-01-24
319,2019-12-10,1062.2778283036819,788.0177693775183,1328.200779608146,2542,2019-01-24
320,2019-12-11,970.311158031519,693.0484928544897,1265.155518495397,2426,2019-01-24
321,2019-12-12,869.210316994956,591.9178701264816,1154.2775865285728,2165,2019-01-24
322,2019-12-13,885.1233121195494,626.5937779895808,1138.2798593588998,2198,2019-01-24
323,2019-12-14,512.7900993431011,256.25762934636407,785.0777334891185,2021,2019-01-24
324,2019-12-15,378.1279047251154,127.54742700736021,668.1614546797686,1622,2019-01-24
325,2019-12-16,841.3472127324828,568.0878241217519,1085.2510814100297,2733,2019-01-24
326,2019-12-17,844.0509773550436,581.9927582052098,1114.5236413724272,1750,2019-01-24
327,2019-12-18,781.3282709809273,487.43066334164905,1052.3931975615642,2304,2019-01-24
328,2019-12-19,709.6919911404553,446.5115384802585,971.3722505189576,1722,2019-01-24
329,2019-12-20,754.6826138062174,472.6633695906067,1038.4001645635822,1621,2019-01-24
330,2019-12-21,410.47758917077533,132.78914585350202,667.9662232606811,1264,2019-01-24
331,2019-12-22,302.48868630939785,11.61289728549347,570.3469987996973,1031,2019-01-24
332,2019-12-23,790.488097004543,530.5323160773214,1053.3645861518448,1427,2019-01-24
333,2019-12-24,815.7156346761665,534.0498842378779,1103.9223131503356,1077,2019-01-24
334,2019-12-25,168.43442705025166,-91.54787267349501,430.41558600634386,735,2019-01-24
335,2019-12-26,718.5902480838456,436.64325669982526,978.0041837330341,1228,2019-01-24
336,2019-12-27,777.9796057718461,510.25557714260276,1053.8706800684809,1539,2019-01-24
337,2019-12-28,445.2943066197464,158.13006053097894,694.3228697744252,1227,2019-01-24
338,2019-12-29,345.9968301225708,83.3586354921956,612.6718216996401,915,2019-01-24
339,2019-12-30,839.9843408283546,592.4497050684719,1100.3382056749874,1437,2019-01-24
340,2019-12-31,868.6882808416268,599.8394071443337,1134.3509679228368,1440,2019-01-24
341,2020-01-01,358.9617226620346,94.3509204460573,625.9173782666385,1019,2019-01-24
342,2020-01-02,772.0239770359121,513.7370374493132,1056.8778611785763,1438,2019-01-24
343,2020-01-03,829.0257909328423,556.5223814005766,1103.8335657050097,1455,2019-01-24
344,2020-01-04,492.6734137238511,220.73461991731054,772.9486665475828,1074,2019-01-24
345,2020-01-05,388.7960309396751,103.05054184906149,661.3538126101874,996,2019-01-24
346,2020-01-06,877.6568767645981,606.812334862435,1143.4575588881391,1366,2019-01-24
347,2020-01-07,901.0412790124656,623.0427740535445,1177.5483785921354,1191,2019-01-24
348,2020-01-08,854.3361013521774,582.1395307309493,1135.33405579727,1355,2019-01-24
349,2020-01-09,794.4507176260081,527.8696621265796,1056.595173388268,1311,2019-01-24
350,2020-01-10,847.4020784783899,587.056288708459,1126.406352916714,1441,2019-01-24
351,2020-01-11,507.9040770063564,219.93896750887606,768.2653935340802,1044,2019-01-24
352,2020-01-12,401.9441514902543,149.4159551089512,644.5023227338892,935,2019-01-24
353,2020-01-13,889.8885693938327,622.2099203403097,1166.3967429784698,1406,2019-01-24
354,2020-01-14,913.5693464160478,649.570251570876,1171.8676879328352,1293,2019-01-24
355,2020-01-15,868.3644428073848,593.0675696782478,1133.06729731131,1186,2019-01-24
356,2020-01-16,811.121300417205,544.6954686286651,1084.0968814004907,1365,2019-01-24
357,2020-01-17,867.7461555021989,605.6189997889372,1136.9351998756702,1452,2019-01-24
358,2020-01-18,532.7991595809002,259.15439232782484,801.1303981863624,1122,2019-01-24
359,2020-01-19,432.07802878873906,146.60465885057405,709.6023860734965,795,2019-01-24
360,2020-01-20,889.0012380306392,614.009512060056,1164.7171755299037,1187,2019-01-24
361,2020-01-21,955.3546526627186,685.9229167042034,1227.5772851750519,1423,2019-01-24
362,2020-01-22,916.0792789248981,636.0951946543207,1180.216327761014,2087,2019-01-24
363,2020-01-23,864.5059884756653,571.017749696382,1137.368865084568,1167,2019-01-24
364,2020-01-24,926.3032412600649,662.6952712181635,1185.1890081800614,99,2019-01-24
