,ds,yhat,yhat_lower,yhat_upper,y,cutoff
27,2019-02-21,1009.8469202556397,748.5010500619231,1262.8179662249913,1325,2019-01-24
28,2019-02-22,1069.5816287802618,810.4381209563204,1356.7613051746937,1927,2019-01-24
29,2019-02-23,738.152084599257,472.4277072208718,1030.585218021704,1031,2019-01-24
30,2019-02-24,641.2360870040538,373.18779927151223,904.2623019782809,1024,2019-01-24
31,2019-02-25,1138.8572475264668,881.4454285804279,1408.3086100544997,1780,2019-01-24
32,2019-02-26,1172.4832677455804,920.9424991382283,1442.8777433226878,1538,2019-01-24
33,2019-02-27,1137.117840628767,878.40699624894,1404.6758624510758,2092,2019-01-24
34,2019-02-28,1089.2358991408778,810.4832187329899,1339.890859089594,1805,2019-01-24
35,2019-03-01,1154.3843124694736,872.360495118694,1442.574297090364,1802,2019-01-24
36,2019-03-02,826.7877418936605,585.9150367689158,1086.000970398829,1551,2019-01-24
37,2019-03-03,731.9420799604368,449.5605282430664,990.894932756544,1329,2019-01-24
38,2019-03-04,1229.7363984204912,955.782010683191,1519.4249178707266,1730,2019-01-24
39,2019-03-05,1261.555851090124,994.7545515734537,1546.3181370536988,1643,2019-01-24
40,2019-03-06,1222.376692347306,966.8656079125996,1515.5222220030282,1428,2019-01-24
41,2019-03-07,1168.703033419511,901.2223958857932,1439.6793679760954,1249,2019-01-24
42,2019-03-08,1226.1673832047857,956.4607044937194,1511.7622019651576,1327,2019-01-24
43,2019-03-09,889.1346817460325,601.4115752175528,1160.0752626172607,1029,2019-01-24
44,2019-03-10,783.292295918466,525.8786987895421,1050.8870231055503,1086,2019-01-24
